indicator,year,fips,location,age,vaccine,percent,population,percentPartiallyVaccinated,percentNonMedicalExemption,percentMedicalExemption,percentDiseaseHistory  
Childhood immunizations,2016,27113,Pennington,Childhood (24-35 months),MMR,87.2,172,null,null,null,null
Childhood immunizations,2016,27113,Pennington,Childhood (24-35 months),PCV,84.3,172,null,null,null,null
Childhood immunizations,2016,27113,Pennington,Childhood (24-35 months),Polio,89,172,null,null,null,null
Childhood immunizations,2016,27113,Pennington,Childhood (24-35 months),Rotavirus,68.6,172,null,null,null,null
Childhood immunizations,2016,27113,Pennington,Childhood (24-35 months),Seven vaccine series,64.5,172,null,null,null,null
Childhood immunizations,2016,27113,Pennington,Childhood (24-35 months),Varicella,89,172,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),DTap,69.6,194,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),Hep A,46.4,194,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),Hep B,84.5,194,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),Hib,75.8,194,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),MMR,85.6,194,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),PCV,84.5,194,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),Polio,90.2,194,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),Rotavirus,74.2,194,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),Seven vaccine series,63.9,194,null,null,null,null
Childhood immunizations,2017,27113,Pennington,Childhood (24-35 months),Varicella,84.5,194,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),DTap,69.2,189,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),Hep A,50.8,189,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),Hep B,74.1,189,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),Hib,86.5,189,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),MMR,86,189,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),PCV,83.2,189,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),Polio,87.6,189,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),Rotavirus,72.4,189,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),Seven vaccine series,63.8,189,null,null,null,null
Childhood immunizations,2018,27113,Pennington,Childhood (24-35 months),Varicella,84.3,189,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),DTap,73.1,160,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),Hep A,52.5,160,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),Hep B,89.4,160,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),Hib,79.4,160,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),MMR,88.1,160,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),PCV,86.9,160,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),Polio,90.6,160,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),Rotavirus,73.1,160,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),Seven vaccine series,70.6,160,null,null,null,null
Childhood immunizations,2019,27113,Pennington,Childhood (24-35 months),Varicella,86.3,160,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),DTap,74.6,177,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),Hep A,54.8,177,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),Hep B,89.3,177,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),Hib,79.7,177,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),MMR,85.3,177,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),PCV,85.9,177,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),Polio,88.7,177,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),Rotavirus,76.3,177,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),Seven vaccine series,73.4,177,null,null,null,null
Childhood immunizations,2020,27113,Pennington  ,Childhood (24-35 months),Varicella,86.4,177,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),DTap,79.5,151,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),Hep A,57.6,151,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),Hep B,95.4,151,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),Hib,84.8,151,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),MMR,90.7,151,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),PCV,90.7,151,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),Polio,96,151,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),Rotavirus,82.8,151,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),Seven vaccine series,76.2,151,null,null,null,null
Childhood immunizations,2021,27113,Pennington  ,Childhood (24-35 months),Varicella,90.7,151,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),DTap,76.3,156,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),Hep A,56.4,156,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),Hep B,89.1,156,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),Hib,80.8,156,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),MMR,85.9,156,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),PCV,86.5,156,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),Polio,91.7,156,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),Rotavirus,79.5,156,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),Seven vaccine series,72.4,156,null,null,null,null
Childhood immunizations,2022,27113,Pennington  ,Childhood (24-35 months),Varicella,85.9,156,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),DTap,64.3,140,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),Hep A,42.9,140,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),Hep B,83.6,140,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),Hib,72.9,140,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),MMR,81.4,140,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),PCV,82.1,140,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),Polio,86.4,140,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),Rotavirus,72.9,140,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),Seven vaccine series,59.3,140,null,null,null,null
Childhood immunizations,2023,27113,Pennington  ,Childhood (24-35 months),Varicella,80.7,140,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),DTap,62.9,259,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),Hep A,39.8,259,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),Hep B,79.5,259,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),Hib,73,259,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),MMR,76.8,259,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),PCV,71.8,259,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),Polio,80.7,259,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),Rotavirus,72.2,259,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),Seven vaccine series,56.8,259,null,null,null,null
Childhood immunizations,2015,27115,Pine,Childhood (24-35 months),Varicella,78,259,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),DTap,68.6,306,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),Hep A,43.1,306,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),Hep B,83.7,306,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),Hib,73.9,306,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),MMR,76.8,306,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),PCV,76.1,306,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),Polio,85,306,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),Rotavirus,69.9,306,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),Seven vaccine series,63.1,306,null,null,null,null
Childhood immunizations,2016,27115,Pine,Childhood (24-35 months),Varicella,79.1,306,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),DTap,65.4,289,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),Hep A,42.6,289,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),Hep B,82.4,289,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),Hib,77.2,289,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),MMR,80.3,289,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),PCV,77.5,289,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),Polio,81.7,289,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),Rotavirus,75.4,289,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),Seven vaccine series,61.2,289,null,null,null,null
Childhood immunizations,2017,27115,Pine,Childhood (24-35 months),Varicella,80.3,289,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),DTap,66.3,293,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),Hep A,43.7,293,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),Hep B,75.7,293,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),Hib,86.3,293,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),MMR,84,293,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),PCV,79,293,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),Polio,87,293,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),Rotavirus,74,293,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),Seven vaccine series,62,293,null,null,null,null
Childhood immunizations,2018,27115,Pine,Childhood (24-35 months),Varicella,82,293,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),DTap,66.8,283,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),Hep A,44.5,283,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),Hep B,84.5,283,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),Hib,74.9,283,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),MMR,80.6,283,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),PCV,77.7,283,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),Polio,82.3,283,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),Rotavirus,73.1,283,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),Seven vaccine series,62.9,283,null,null,null,null
Childhood immunizations,2019,27115,Pine,Childhood (24-35 months),Varicella,80.9,283,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),DTap,67.3,278,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),Hep A,44.2,278,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),Hep B,86.7,278,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),Hib,76.6,278,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),MMR,80.6,278,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),PCV,78.8,278,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),Polio,84.2,278,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),Rotavirus,74.5,278,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),Seven vaccine series,62.9,278,null,null,null,null
Childhood immunizations,2020,27115,Pine  ,Childhood (24-35 months),Varicella,82,278,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),DTap,58.9,253,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),Hep A,37.6,253,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),Hep B,82.6,253,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),Hib,66.4,253,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),MMR,75.1,253,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),PCV,70.8,253,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),Polio,83.8,253,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),Rotavirus,78.3,253,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),Seven vaccine series,54.6,253,null,null,null,null
Childhood immunizations,2021,27115,Pine  ,Childhood (24-35 months),Varicella,73.9,253,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),DTap,57.7,279,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),Hep A,44.8,279,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),Hep B,82.4,279,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),Hib,70.6,279,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),MMR,77.4,279,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),PCV,72.4,279,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),Polio,80.7,279,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),Rotavirus,73.8,279,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),Seven vaccine series,56.6,279,null,null,null,null
Childhood immunizations,2022,27115,Pine  ,Childhood (24-35 months),Varicella,76.7,279,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),DTap,61.5,288,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),Hep A,36.1,288,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),Hep B,81.9,288,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),Hib,71.2,288,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),MMR,78.1,288,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),PCV,71.9,288,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),Polio,79.9,288,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),Rotavirus,69.4,288,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),Seven vaccine series,56.9,288,null,null,null,null
Childhood immunizations,2023,27115,Pine  ,Childhood (24-35 months),Varicella,77.1,288,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),DTap,72,118,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),Hep A,21.2,118,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),Hep B,92.4,118,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),Hib,83.1,118,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),MMR,89,118,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),PCV,85.6,118,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),Polio,92.4,118,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),Rotavirus,66.1,118,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),Seven vaccine series,64.4,118,null,null,null,null
Childhood immunizations,2015,27117,Pipestone,Childhood (24-35 months),Varicella,94.9,118,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),DTap,66.1,115,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),Hep A,31.3,115,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),Hep B,90.4,115,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),Hib,82.6,115,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),MMR,92.2,115,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),PCV,85.2,115,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),Polio,89.6,115,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),Rotavirus,56.5,115,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),Seven vaccine series,62.6,115,null,null,null,null
Childhood immunizations,2016,27117,Pipestone,Childhood (24-35 months),Varicella,90.4,115,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),DTap,78.2,133,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),Hep A,38.3,133,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),Hep B,89.5,133,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),Hib,77.4,133,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),MMR,91,133,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),PCV,86.5,133,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),Polio,91.7,133,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),Rotavirus,66.9,133,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),Seven vaccine series,62.4,133,null,null,null,null
Childhood immunizations,2017,27117,Pipestone,Childhood (24-35 months),Varicella,90.2,133,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),DTap,75.4,123,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),Hep A,37.7,123,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),Hep B,86.1,123,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),Hib,90.2,123,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),MMR,86.9,123,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),PCV,87.7,123,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),Polio,89.3,123,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),Rotavirus,66.4,123,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),Seven vaccine series,71.3,123,null,null,null,null
Childhood immunizations,2018,27117,Pipestone,Childhood (24-35 months),Varicella,88.5,123,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),DTap,73.5,132,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),Hep A,42.4,132,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),Hep B,84.8,132,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),Hib,83.3,132,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),MMR,87.9,132,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),PCV,81.8,132,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),Polio,87.1,132,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),Rotavirus,68.2,132,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),Seven vaccine series,71.2,132,null,null,null,null
Childhood immunizations,2019,27117,Pipestone,Childhood (24-35 months),Varicella,88.6,132,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),DTap,71.6,116,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),Hep A,52.6,116,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),Hep B,87.9,116,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),Hib,84.5,116,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),MMR,86.2,116,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),PCV,85.3,116,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),Polio,88.8,116,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),Rotavirus,65.5,116,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),Seven vaccine series,69,116,null,null,null,null
Childhood immunizations,2020,27117,Pipestone  ,Childhood (24-35 months),Varicella,88.8,116,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),DTap,63.8,152,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),Hep A,34.2,152,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),Hep B,84.2,152,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),Hib,78.3,152,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),MMR,81.6,152,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),PCV,77,152,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),Polio,84.2,152,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),Rotavirus,61.8,152,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),Seven vaccine series,61.8,152,null,null,null,null
Childhood immunizations,2021,27117,Pipestone  ,Childhood (24-35 months),Varicella,79.6,152,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),DTap,65.2,132,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),Hep A,37.1,132,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),Hep B,87.9,132,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),Hib,75.8,132,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),MMR,82.6,132,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),PCV,75,132,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),Polio,85.6,132,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),Rotavirus,63.6,132,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),Seven vaccine series,60.6,132,null,null,null,null
Childhood immunizations,2022,27117,Pipestone  ,Childhood (24-35 months),Varicella,81.1,132,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),DTap,70.1,137,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),Hep A,31.4,137,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),Hep B,81,137,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),Hib,74.5,137,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),MMR,73,137,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),PCV,68.6,137,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),Polio,82.5,137,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),Rotavirus,52.6,137,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),Seven vaccine series,53.3,137,null,null,null,null
Childhood immunizations,2023,27117,Pipestone  ,Childhood (24-35 months),Varicella,67.9,137,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),DTap,71.4,426,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),Hep A,25.6,426,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),Hep B,83.1,426,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),Hib,75.1,426,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),MMR,81.5,426,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),PCV,77.2,426,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),Polio,85.7,426,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),Rotavirus,61.5,426,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),Seven vaccine series,63.6,426,null,null,null,null
Childhood immunizations,2015,27119,Polk,Childhood (24-35 months),Varicella,80,426,null,null,null,null
Childhood immunizations,2016,27119,Polk,Childhood (24-35 months),DTap,71.5,449,null,null,null,null
Childhood immunizations,2016,27119,Polk,Childhood (24-35 months),Hep A,36.5,449,null,null,null,null
Childhood immunizations,2016,27119,Polk,Childhood (24-35 months),Hep B,81.7,449,null,null,null,null
Childhood immunizations,2016,27119,Polk,Childhood (24-35 months),Hib,78.6,449,null,null,null,null
Childhood immunizations,2016,27119,Polk,Childhood (24-35 months),MMR,83.1,449,null,null,null,null
Childhood immunizations,2016,27119,Polk,Childhood (24-35 months),PCV,81.1,449,null,null,null,null
Childhood immunizations,2016,27119,Polk,Childhood (24-35 months),Polio,85.1,449,null,null,null,null
Childhood immunizations,2016,27119,Polk,Childhood (24-35 months),Rotavirus,61.7,449,null,null,null,null
