fips,location,year,type,age,sex,count,population,rate,unstable,ci,lci,uci
27109,Olmsted,2015-2019,Melanoma,All Ages,Female,241,396051,57.4,FALSE,(50.2 - 65.4),50.2,65.4
27109,Olmsted,2005-2009,Larynx,All Ages,All,12,696663,1.8,FALSE,(0.9 - 3.1),0.9,3.1
27109,Olmsted,2005-2009,Esophagus,All Ages,All,41,696663,5.9,FALSE,(4.2 - 8.0),4.2,8
27109,Olmsted,2005-2009,Esophagus,All Ages,Female,11,355679,2.9,FALSE,(1.4 - 5.3),1.4,5.3
27109,Olmsted,2010-2014,Oral and pharyngeal,All Ages,All,92,736164,11,FALSE,(8.9 - 13.6),8.9,13.6
27109,Olmsted,2015-2019,Oral and pharyngeal,All Ages,Female,34,396051,7.2,FALSE,(4.9 - 10.2),4.9,10.2
27109,Olmsted,2010-2014,Chronic lymphocytic leukemia,All Ages,Male,29,360077,7.7,FALSE,(5.1 - 11.1),5.1,11.1
27109,Olmsted,2015-2019,Thyroid,All Ages,All,111,774047,14,FALSE,(11.5 - 17.0),11.5,17
27109,Olmsted,2015-2019,Chronic lymphocytic leukemia,All Ages,All,42,774047,4.6,FALSE,(3.3 - 6.3),3.3,6.3
27109,Olmsted,2010-2014,Bladder,All Ages,Male,120,360077,33.5,FALSE,(27.7 - 40.2),27.7,40.2
27109,Olmsted,2015-2019,Lung and bronchus,All Ages,Female,192,396051,38.4,FALSE,(33.1 - 44.4),33.1,44.4
27109,Olmsted,2015-2019,Leukemia,All Ages,Female,46,396051,9.8,FALSE,(7.1 - 13.2),7.1,13.2
27109,Olmsted,2010-2014,Chronic lymphocytic leukemia,All Ages,Female,16,376087,3.6,FALSE,(2.0 - 5.9),2,5.9
27109,Olmsted,2015-2019,Brain and other nervous system,All Ages,Male,38,377996,9.4,FALSE,(6.6 - 12.9),6.6,12.9
27109,Olmsted,2010-2014,Leukemia,All Ages,All,132,736164,16.4,FALSE,(13.7 - 19.5),13.7,19.5
27109,Olmsted,2015-2019,All cancer types combined,All Ages,Male,1930,377996,465.4,FALSE,(444.5 - 487.1),444.5,487.1
27109,Olmsted,2005-2009,Liver and bile duct,All Ages,Male,32,340984,9.5,FALSE,(6.5 - 13.5),6.5,13.5
27109,Olmsted,2015-2019,All cancer types combined,All Ages,Female,1956,396051,422.7,FALSE,(403.5 - 442.5),403.5,442.5
27109,Olmsted,2015-2019,Esophagus,All Ages,Male,28,377996,6.8,FALSE,(4.4 - 9.9),4.4,9.9
27109,Olmsted,2005-2009,All cancer types combined,All Ages,Female,1655,355679,438.8,FALSE,(417.6 - 460.8),417.6,460.8
27109,Olmsted,2015-2019,Brain and other nervous system,All Ages,All,53,774047,6.2,FALSE,(4.6 - 8.1),4.6,8.1
27109,Olmsted,2010-2014,Larynx,All Ages,All,17,736164,2,FALSE,(1.1 - 3.2),1.1,3.2
27109,Olmsted,2015-2019,Kidney,All Ages,Female,37,396051,8.1,FALSE,(5.6 - 11.3),5.6,11.3
27109,Olmsted,2010-2014,Larynx,All Ages,Female,2,376087,0.4 (UR),TRUE,(0.1 - 1.7),0.1,1.7
27109,Olmsted,2005-2009,Non-Hodgkin lymphoma,All Ages,Female,63,355679,16.3,FALSE,(12.4 - 20.9),12.4,20.9
27109,Olmsted,2015-2019,Chronic lymphocytic leukemia,All Ages,Male,25,377996,6.1,FALSE,(3.9 - 9.1),3.9,9.1
27109,Olmsted,2010-2014,Acute myeloid leukemia,All Ages,Male,25,360077,6.7,FALSE,(4.3 - 10.0),4.3,10
27109,Olmsted,2010-2014,All cancer types combined,All Ages,Male,1977,360077,537.9,FALSE,(514.1 - 562.5),514.1,562.5
27109,Olmsted,2005-2009,Thyroid,All Ages,Female,74,355679,20.8,FALSE,(16.3 - 26.2),16.3,26.2
27109,Olmsted,2010-2014,Chronic lymphocytic leukemia,All Ages,All,45,736164,5.5,FALSE,(4.0 - 7.4),4,7.4
27109,Olmsted,2005-2009,Pancreas,All Ages,All,83,696663,12,FALSE,(9.5 - 14.9),9.5,14.9
27109,Olmsted,2005-2009,Kidney,All Ages,All,141,696663,20.2,FALSE,(17.0 - 23.9),17,23.9
27109,Olmsted,2010-2014,Melanoma,All Ages,All,412,736164,52.6,FALSE,(47.6 - 58.1),47.6,58.1
27109,Olmsted,2010-2014,Lung and bronchus,All Ages,Female,185,376087,42,FALSE,(36.0 - 48.6),36,48.6
27109,Olmsted,2010-2014,Non-Hodgkin lymphoma,All Ages,Female,88,376087,20.1,FALSE,(16.0 - 24.9),16,24.9
27109,Olmsted,2005-2009,Colorectal,All Ages,Male,150,340984,48.4,FALSE,(40.8 - 56.9),40.8,56.9
27109,Olmsted,2015-2019,Liver and bile duct,All Ages,All,78,774047,8.2,FALSE,(6.5 - 10.3),6.5,10.3
27109,Olmsted,2005-2009,Lung and bronchus,All Ages,Male,180,340984,59.1,FALSE,(50.7 - 68.5),50.7,68.5
27109,Olmsted,2005-2009,Kidney,All Ages,Male,85,340984,26.4,FALSE,(21.0 - 32.7),21,32.7
27109,Olmsted,2010-2014,Esophagus,All Ages,All,43,736164,5.2,FALSE,(3.7 - 7.0),3.7,7
27109,Olmsted,2010-2014,Thyroid,All Ages,All,109,736164,14.4,FALSE,(11.8 - 17.4),11.8,17.4
27109,Olmsted,2010-2014,Colorectal,All Ages,Male,170,360077,47.3,FALSE,(40.4 - 55.1),40.4,55.1
27109,Olmsted,2015-2019,Acute myeloid leukemia,All Ages,All,32,774047,3.6,FALSE,(2.5 - 5.1),2.5,5.1
27109,Olmsted,2005-2009,Thyroid,All Ages,All,111,696663,15.8,FALSE,(13.0 - 19.1),13,19.1
27109,Olmsted,2015-2019,Non-Hodgkin lymphoma,All Ages,Male,97,377996,24.1,FALSE,(19.4 - 29.5),19.4,29.5
27109,Olmsted,2005-2009,Bladder,All Ages,Female,35,355679,9.1,FALSE,(6.3 - 12.7),6.3,12.7
27109,Olmsted,2005-2009,Leukemia,All Ages,All,117,696663,16.7,FALSE,(13.8 - 20.0),13.8,20
27109,Olmsted,2005-2009,Chronic lymphocytic leukemia,All Ages,Male,31,340984,10,FALSE,(6.8 - 14.3),6.8,14.3
27109,Olmsted,2005-2009,Melanoma,All Ages,All,353,696663,50.4,FALSE,(45.2 - 56.0),45.2,56
27109,Olmsted,2015-2019,Liver and bile duct,All Ages,Female,26,396051,5.3,FALSE,(3.4 - 7.8),3.4,7.8
27109,Olmsted,2005-2009,All cancer types combined,All Ages,All,3586,696663,512.4,FALSE,(495.6 - 529.6),495.6,529.6
27109,Olmsted,2015-2019,Leukemia,All Ages,All,101,774047,11.5,FALSE,(9.3 - 14.0),9.3,14
27109,Olmsted,2015-2019,Acute myeloid leukemia,All Ages,Female,15,396051,3.1,FALSE,(1.7 - 5.2),1.7,5.2
27109,Olmsted,2015-2019,Larynx,All Ages,Female,5,396051,1.0 (UR),TRUE,(0.3 - 2.4),0.3,2.4
27109,Olmsted,2015-2019,Pancreas,All Ages,All,117,774047,12.9,FALSE,(10.6 - 15.5),10.6,15.5
27109,Olmsted,2005-2009,Melanoma,All Ages,Female,167,355679,46.1,FALSE,(39.3 - 53.7),39.3,53.7
27109,Olmsted,2015-2019,Bladder,All Ages,Male,111,377996,27.2,FALSE,(22.3 - 32.8),22.3,32.8
27109,Olmsted,2015-2019,Bladder,All Ages,Female,36,396051,6.9,FALSE,(4.8 - 9.7),4.8,9.7
27109,Olmsted,2010-2014,Liver and bile duct,All Ages,Female,16,376087,3.6,FALSE,(2.0 - 5.9),2,5.9
27109,Olmsted,2005-2009,Oral and pharyngeal,All Ages,Male,65,340984,19.5,FALSE,(15.0 - 24.9),15,24.9
27109,Olmsted,2005-2009,Mesothelioma,All Ages,Female,2,355679,0.5 (UR),TRUE,(0.1 - 1.9),0.1,1.9
27109,Olmsted,2010-2014,All cancer types combined,All Ages,All,3814,736164,475.1,FALSE,(459.9 - 490.7),459.9,490.7
27109,Olmsted,2005-2009,Chronic lymphocytic leukemia,All Ages,Female,20,355679,5.3,FALSE,(3.2 - 8.2),3.2,8.2
27109,Olmsted,2005-2009,Pancreas,All Ages,Female,34,355679,8.6,FALSE,(5.9 - 12.2),5.9,12.2
27109,Olmsted,2010-2014,Lung and bronchus,All Ages,Male,215,360077,60,FALSE,(52.2 - 68.7),52.2,68.7
27109,Olmsted,2010-2014,Mesothelioma,All Ages,All,11,736164,1.3,FALSE,(0.7 - 2.4),0.7,2.4
27109,Olmsted,2015-2019,Bladder,All Ages,All,147,774047,15.8,FALSE,(13.3 - 18.6),13.3,18.6
27109,Olmsted,2010-2014,Oral and pharyngeal,All Ages,Male,67,360077,17.4,FALSE,(13.4 - 22.2),13.4,22.2
27109,Olmsted,2010-2014,Melanoma,All Ages,Female,169,376087,42.2,FALSE,(35.9 - 49.2),35.9,49.2
27109,Olmsted,2005-2009,Colorectal,All Ages,Female,120,355679,31.2,FALSE,(25.8 - 37.5),25.8,37.5
27109,Olmsted,2005-2009,Oral and pharyngeal,All Ages,All,85,696663,11.8,FALSE,(9.4 - 14.6),9.4,14.6
27109,Olmsted,2005-2009,Bladder,All Ages,All,170,696663,24.6,FALSE,(21.0 - 28.6),21,28.6
27109,Olmsted,2005-2009,Kidney,All Ages,Female,56,355679,15.4,FALSE,(11.6 - 20.1),11.6,20.1
27109,Olmsted,2010-2014,Acute myeloid leukemia,All Ages,Female,20,376087,4.3,FALSE,(2.6 - 6.8),2.6,6.8
27109,Olmsted,2015-2019,Brain and other nervous system,All Ages,Female,15,396051,3.2,FALSE,(1.7 - 5.3),1.7,5.3
27109,Olmsted,2005-2009,Acute myeloid leukemia,All Ages,Male,11,340984,3.6,FALSE,(1.8 - 6.4),1.8,6.4
27109,Olmsted,2015-2019,Oral and pharyngeal,All Ages,All,101,774047,10.9,FALSE,(8.8 - 13.3),8.8,13.3
27109,Olmsted,2010-2014,Bladder,All Ages,All,155,736164,19.1,FALSE,(16.2 - 22.4),16.2,22.4
27109,Olmsted,2010-2014,Larynx,All Ages,Male,15,360077,3.9,FALSE,(2.1 - 6.5),2.1,6.5
27109,Olmsted,2015-2019,Colorectal,All Ages,All,245,774047,28.2,FALSE,(24.7 - 32.0),24.7,32
27109,Olmsted,2015-2019,Esophagus,All Ages,Female,9,396051,2.1 (UR),TRUE,(0.9 - 4.1),0.9,4.1
27109,Olmsted,2010-2014,Mesothelioma,All Ages,Male,5,360077,1.3 (UR),TRUE,(0.4 - 3.2),0.4,3.2
27109,Olmsted,2015-2019,Oral and pharyngeal,All Ages,Male,67,377996,15.1,FALSE,(11.6 - 19.3),11.6,19.3
27109,Olmsted,2005-2009,Brain and other nervous system,All Ages,Female,24,355679,6.7,FALSE,(4.3 - 10.0),4.3,10
27109,Olmsted,2010-2014,Thyroid,All Ages,Male,34,360077,9.4,FALSE,(6.5 - 13.2),6.5,13.2
27109,Olmsted,2005-2009,Colorectal,All Ages,All,270,696663,38.6,FALSE,(34.1 - 43.6),34.1,43.6
27109,Olmsted,2005-2009,Liver and bile duct,All Ages,Female,17,355679,4.3,FALSE,(2.5 - 7.0),2.5,7
27109,Olmsted,2010-2014,Kidney,All Ages,All,134,736164,16.4,FALSE,(13.7 - 19.5),13.7,19.5
27109,Olmsted,2010-2014,Bladder,All Ages,Female,35,376087,7.7,FALSE,(5.3 - 10.8),5.3,10.8
27109,Olmsted,2005-2009,Acute myeloid leukemia,All Ages,All,17,696663,2.4,FALSE,(1.4 - 3.8),1.4,3.8
27109,Olmsted,2005-2009,Oral and pharyngeal,All Ages,Female,20,355679,5.1,FALSE,(3.1 - 7.9),3.1,7.9
27109,Olmsted,2015-2019,Pancreas,All Ages,Male,57,377996,14.1,FALSE,(10.6 - 18.3),10.6,18.3
27109,Olmsted,2015-2019,All cancer types combined,All Ages,All,3886,774047,437.4,FALSE,(423.5 - 451.8),423.5,451.8
27109,Olmsted,2005-2009,Leukemia,All Ages,Female,45,355679,12,FALSE,(8.7 - 16.1),8.7,16.1
27109,Olmsted,2005-2009,Mesothelioma,All Ages,Male,4,340984,1.3 (UR),TRUE,(0.3 - 3.3),0.3,3.3
27109,Olmsted,2010-2014,Colorectal,All Ages,Female,117,376087,26.3,FALSE,(21.7 - 31.7),21.7,31.7
27109,Olmsted,2005-2009,Larynx,All Ages,Male,12,340984,3.8,FALSE,(1.9 - 6.7),1.9,6.7
27109,Olmsted,2010-2014,Melanoma,All Ages,Male,243,360077,66.8,FALSE,(58.5 - 75.9),58.5,75.9
27109,Olmsted,2015-2019,Larynx,All Ages,All,16,774047,1.7,FALSE,(1.0 - 2.8),1,2.8
27109,Olmsted,2005-2009,Breast,All Ages,Female,496,355679,131.4,FALSE,(120.0 - 143.7),120,143.7
27111,Otter Tail,2005-2009,Mesothelioma,All Ages,Male,3,144286,1.6 (UR),TRUE,(0.3 - 5.1),0.3,5.1
27111,Otter Tail,2015-2019,Brain and other nervous system,All Ages,Male,22,146552,12.2,FALSE,(7.3 - 19.3),7.3,19.3
27111,Otter Tail,2005-2009,Brain and other nervous system,All Ages,Female,7,143567,4.1 (UR),TRUE,(1.5 - 9.2),1.5,9.2
27111,Otter Tail,2010-2014,Mesothelioma,All Ages,Male,3,144090,1.3 (UR),TRUE,(0.3 - 4.6),0.3,4.6
27111,Otter Tail,2005-2009,Larynx,All Ages,All,17,287853,4,FALSE,(2.3 - 6.6),2.3,6.6
27111,Otter Tail,2015-2019,Thyroid,All Ages,Male,14,146552,7.2,FALSE,(3.7 - 12.8),3.7,12.8
27111,Otter Tail,2010-2014,Kidney,All Ages,Female,24,142662,9.9,FALSE,(6.2 - 15.5),6.2,15.5
27111,Otter Tail,2005-2009,Larynx,All Ages,Male,14,144286,6.5,FALSE,(3.6 - 11.4),3.6,11.4
27111,Otter Tail,2010-2014,All cancer types combined,All Ages,All,2024,286752,470.2,FALSE,(448.6 - 492.6),448.6,492.6
27111,Otter Tail,2005-2009,Kidney,All Ages,Female,23,143567,10.2,FALSE,(6.4 - 15.8),6.4,15.8
27111,Otter Tail,2010-2014,Larynx,All Ages,Male,9,144090,4.1 (UR),TRUE,(1.8 - 8.3),1.8,8.3
27111,Otter Tail,2010-2014,Thyroid,All Ages,Male,12,144090,6.5,FALSE,(3.2 - 12.0),3.2,12
27111,Otter Tail,2015-2019,All cancer types combined,All Ages,All,2179,290975,476.3,FALSE,(454.8 - 498.7),454.8,498.7
27111,Otter Tail,2015-2019,Kidney,All Ages,Male,62,146552,26.9,FALSE,(20.2 - 35.3),20.2,35.3
27111,Otter Tail,2015-2019,Larynx,All Ages,Male,7,146552,2.7 (UR),TRUE,(1.1 - 6.3),1.1,6.3
27111,Otter Tail,2005-2009,Thyroid,All Ages,Male,1,144286,0.5 (UR),TRUE,(0.0 - 3.5),0,3.5
27111,Otter Tail,2010-2014,Kidney,All Ages,Male,44,144090,19.9,FALSE,(14.3 - 27.3),14.3,27.3
27111,Otter Tail,2005-2009,Larynx,All Ages,Female,3,143567,1.5 (UR),TRUE,(0.3 - 5.0),0.3,5
27111,Otter Tail,2010-2014,Larynx,All Ages,All,12,286752,2.3,FALSE,(1.2 - 4.4),1.2,4.4
27111,Otter Tail,2005-2009,All cancer types combined,All Ages,Male,1071,144286,537.8,FALSE,(505.5 - 571.7),505.5,571.7
27111,Otter Tail,2015-2019,Thyroid,All Ages,All,53,290975,17.5,FALSE,(12.7 - 23.5),12.7,23.5
27111,Otter Tail,2010-2014,Larynx,All Ages,Female,3,142662,1.3 (UR),TRUE,(0.3 - 4.7),0.3,4.7
27111,Otter Tail,2010-2014,All cancer types combined,All Ages,Male,1109,144090,514.9,FALSE,(484.0 - 547.6),484,547.6
27111,Otter Tail,2005-2009,Kidney,All Ages,Male,34,144286,17.4,FALSE,(12.0 - 24.7),12,24.7
27111,Otter Tail,2010-2014,Thyroid,All Ages,All,41,286752,13.2,FALSE,(9.2 - 18.3),9.2,18.3
27111,Otter Tail,2015-2019,Larynx,All Ages,Female,4,144423,1.7 (UR),TRUE,(0.4 - 5.3),0.4,5.3
27111,Otter Tail,2015-2019,Kidney,All Ages,All,92,290975,20.1,FALSE,(15.9 - 25.3),15.9,25.3
27111,Otter Tail,2005-2009,Thyroid,All Ages,All,16,287853,5.1,FALSE,(2.7 - 8.5),2.7,8.5
27111,Otter Tail,2005-2009,Leukemia,All Ages,All,62,287853,14.7,FALSE,(11.2 - 19.1),11.2,19.1
27111,Otter Tail,2015-2019,All cancer types combined,All Ages,Male,1192,146552,508.3,FALSE,(478.1 - 540.1),478.1,540.1
27111,Otter Tail,2010-2014,Kidney,All Ages,All,68,286752,14.9,FALSE,(11.5 - 19.2),11.5,19.2
27111,Otter Tail,2010-2014,Leukemia,All Ages,All,88,286752,19.9,FALSE,(15.7 - 25.0),15.7,25
27111,Otter Tail,2015-2019,Pancreas,All Ages,Female,29,144423,11.6,FALSE,(7.4 - 17.5),7.4,17.5
27111,Otter Tail,2005-2009,All cancer types combined,All Ages,Female,823,143567,390.5,FALSE,(362.7 - 420.1),362.7,420.1
27111,Otter Tail,2005-2009,Kidney,All Ages,All,57,287853,13.5,FALSE,(10.2 - 17.8),10.2,17.8
27111,Otter Tail,2015-2019,Leukemia,All Ages,All,68,290975,14.5,FALSE,(11.1 - 18.8),11.1,18.8
27111,Otter Tail,2010-2014,Pancreas,All Ages,Female,16,142662,5.9,FALSE,(3.2 - 10.5),3.2,10.5
27111,Otter Tail,2015-2019,Esophagus,All Ages,Female,4,144423,1.3 (UR),TRUE,(0.3 - 4.4),0.3,4.4
27111,Otter Tail,2005-2009,Leukemia,All Ages,Male,41,144286,21.2,FALSE,(15.1 - 29.2),15.1,29.2
27111,Otter Tail,2010-2014,All cancer types combined,All Ages,Female,915,142662,437.6,FALSE,(407.1 - 470.0),407.1,470
27111,Otter Tail,2005-2009,Pancreas,All Ages,Female,18,143567,7.3,FALSE,(4.3 - 12.2),4.3,12.2
27111,Otter Tail,2010-2014,Leukemia,All Ages,Male,49,144090,22.2,FALSE,(16.3 - 29.8),16.3,29.8
27111,Otter Tail,2015-2019,All cancer types combined,All Ages,Female,987,144423,451.3,FALSE,(420.3 - 484.1),420.3,484.1
27111,Otter Tail,2010-2014,Esophagus,All Ages,Female,6,142662,2.2 (UR),TRUE,(0.8 - 5.7),0.8,5.7
27111,Otter Tail,2015-2019,Pancreas,All Ages,Male,43,146552,16.7,FALSE,(12.0 - 23.0),12,23
27111,Otter Tail,2015-2019,Leukemia,All Ages,Male,45,146552,18.5,FALSE,(13.3 - 25.3),13.3,25.3
27111,Otter Tail,2005-2009,Thyroid,All Ages,Female,15,143567,9.7,FALSE,(5.1 - 16.6),5.1,16.6
27111,Otter Tail,2005-2009,Esophagus,All Ages,Female,4,143567,1.3 (UR),TRUE,(0.3 - 4.4),0.3,4.4
27111,Otter Tail,2005-2009,Acute myeloid leukemia,All Ages,All,15,287853,3.6,FALSE,(1.9 - 6.2),1.9,6.2
27111,Otter Tail,2005-2009,Leukemia,All Ages,Female,21,143567,8.9,FALSE,(5.5 - 14.3),5.5,14.3
27111,Otter Tail,2010-2014,Pancreas,All Ages,Male,35,144090,15.5,FALSE,(10.7 - 22.0),10.7,22
27111,Otter Tail,2015-2019,Esophagus,All Ages,Male,19,146552,7.5,FALSE,(4.5 - 12.4),4.5,12.4
27111,Otter Tail,2010-2014,Leukemia,All Ages,Female,39,142662,19.1,FALSE,(13.0 - 27.2),13,27.2
27111,Otter Tail,2010-2014,Acute myeloid leukemia,All Ages,All,24,286752,5.4,FALSE,(3.4 - 8.5),3.4,8.5
27111,Otter Tail,2005-2009,Pancreas,All Ages,Male,24,144286,11.7,FALSE,(7.5 - 17.8),7.5,17.8
27111,Otter Tail,2010-2014,Esophagus,All Ages,Male,24,144090,10.5,FALSE,(6.7 - 16.1),6.7,16.1
27111,Otter Tail,2015-2019,Leukemia,All Ages,Female,23,144423,10.3,FALSE,(6.1 - 16.6),6.1,16.6
27111,Otter Tail,2015-2019,Pancreas,All Ages,All,72,290975,14.3,FALSE,(11.1 - 18.3),11.1,18.3
27111,Otter Tail,2005-2009,Esophagus,All Ages,Male,19,144286,9.1,FALSE,(5.5 - 14.7),5.5,14.7
27111,Otter Tail,2005-2009,Liver and bile duct,All Ages,All,6,287853,1.3 (UR),TRUE,(0.5 - 3.2),0.5,3.2
27111,Otter Tail,2015-2019,Acute myeloid leukemia,All Ages,All,23,290975,5,FALSE,(3.1 - 7.9),3.1,7.9
27111,Otter Tail,2010-2014,Pancreas,All Ages,All,51,286752,10.7,FALSE,(7.9 - 14.3),7.9,14.3
27111,Otter Tail,2015-2019,Esophagus,All Ages,All,23,290975,4.2,FALSE,(2.7 - 6.6),2.7,6.6
27111,Otter Tail,2010-2014,Liver and bile duct,All Ages,All,24,286752,5.2,FALSE,(3.3 - 8.0),3.3,8
27111,Otter Tail,2005-2009,Acute myeloid leukemia,All Ages,Male,11,144286,5.8,FALSE,(2.8 - 10.8),2.8,10.8
27111,Otter Tail,2010-2014,Esophagus,All Ages,All,30,286752,6,FALSE,(4.0 - 8.9),4,8.9
27111,Otter Tail,2015-2019,Liver and bile duct,All Ages,All,30,290975,6.5,FALSE,(4.2 - 9.8),4.2,9.8
27111,Otter Tail,2015-2019,Kidney,All Ages,Female,30,144423,14,FALSE,(8.9 - 21.3),8.9,21.3
27111,Otter Tail,2005-2009,Pancreas,All Ages,All,42,287853,9.7,FALSE,(7.0 - 13.3),7,13.3
27111,Otter Tail,2010-2014,Acute myeloid leukemia,All Ages,Male,11,144090,4.8,FALSE,(2.4 - 9.2),2.4,9.2
27111,Otter Tail,2005-2009,Liver and bile duct,All Ages,Male,5,144286,2.4 (UR),TRUE,(0.8 - 6.1),0.8,6.1
27111,Otter Tail,2015-2019,Oral and pharyngeal,All Ages,Female,17,144423,8.7,FALSE,(4.7 - 14.8),4.7,14.8
27111,Otter Tail,2005-2009,Esophagus,All Ages,All,23,287853,5,FALSE,(3.2 - 7.8),3.2,7.8
27111,Otter Tail,2015-2019,Acute myeloid leukemia,All Ages,Male,15,146552,6.2,FALSE,(3.4 - 10.8),3.4,10.8
27111,Otter Tail,2010-2014,Liver and bile duct,All Ages,Male,14,144090,6.3,FALSE,(3.4 - 11.1),3.4,11.1
27111,Otter Tail,2015-2019,Colorectal,All Ages,Female,82,144423,31.8,FALSE,(24.7 - 40.6),24.7,40.6
27111,Otter Tail,2010-2014,Oral and pharyngeal,All Ages,Female,15,142662,6,FALSE,(3.3 - 10.6),3.3,10.6
27111,Otter Tail,2015-2019,Liver and bile duct,All Ages,Male,20,146552,8.4,FALSE,(4.8 - 13.8),4.8,13.8
27111,Otter Tail,2005-2009,Acute myeloid leukemia,All Ages,Female,4,143567,1.5 (UR),TRUE,(0.4 - 4.9),0.4,4.9
27111,Otter Tail,2010-2014,Colorectal,All Ages,Female,96,142662,42,FALSE,(33.1 - 52.7),33.1,52.7
27111,Otter Tail,2005-2009,Oral and pharyngeal,All Ages,Female,7,143567,3.4 (UR),TRUE,(1.2 - 7.8),1.2,7.8
27111,Otter Tail,2005-2009,Liver and bile duct,All Ages,Female,1,143567,0.4 (UR),TRUE,(0.0 - 3.4),0,3.4
27111,Otter Tail,2010-2014,Acute myeloid leukemia,All Ages,Female,13,142662,6.1,FALSE,(3.0 - 11.5),3,11.5
27111,Otter Tail,2005-2009,Colorectal,All Ages,Female,107,143567,44.7,FALSE,(36.1 - 55.1),36.1,55.1
27111,Otter Tail,2010-2014,Liver and bile duct,All Ages,Female,10,142662,4.0 (UR),TRUE,(1.9 - 8.1),1.9,8.1
27111,Otter Tail,2015-2019,Oral and pharyngeal,All Ages,Male,32,146552,14.1,FALSE,(9.4 - 20.6),9.4,20.6
27111,Otter Tail,2015-2019,Colorectal,All Ages,Male,95,146552,48.7,FALSE,(38.6 - 60.8),38.6,60.8
27111,Otter Tail,2015-2019,Liver and bile duct,All Ages,Female,10,144423,4.7 (UR),TRUE,(2.0 - 9.6),2,9.6
27111,Otter Tail,2015-2019,Acute myeloid leukemia,All Ages,Female,8,144423,3.8 (UR),TRUE,(1.4 - 8.5),1.4,8.5
27111,Otter Tail,2010-2014,Oral and pharyngeal,All Ages,Male,34,144090,15.8,FALSE,(10.7 - 22.8),10.7,22.8
27111,Otter Tail,2010-2014,Colorectal,All Ages,Male,83,144090,40.1,FALSE,(31.6 - 50.4),31.6,50.4
27111,Otter Tail,2005-2009,Lung and bronchus,All Ages,All,223,287853,51.6,FALSE,(44.9 - 59.0),44.9,59
27111,Otter Tail,2005-2009,Oral and pharyngeal,All Ages,Male,28,144286,14.5,FALSE,(9.5 - 21.4),9.5,21.4
27111,Otter Tail,2005-2009,Colorectal,All Ages,Male,116,144286,59.4,FALSE,(48.9 - 71.6),48.9,71.6
27111,Otter Tail,2010-2014,Lung and bronchus,All Ages,All,254,286752,54.8,FALSE,(48.1 - 62.4),48.1,62.4
27111,Otter Tail,2005-2009,Bladder,All Ages,All,105,287853,23.2,FALSE,(18.9 - 28.4),18.9,28.4
27111,Otter Tail,2015-2019,Oral and pharyngeal,All Ages,All,49,290975,11.3,FALSE,(8.2 - 15.4),8.2,15.4
27111,Otter Tail,2015-2019,Lung and bronchus,All Ages,All,265,290975,53.6,FALSE,(47.1 - 61.0),47.1,61
27111,Otter Tail,2010-2014,Bladder,All Ages,All,111,286752,24.4,FALSE,(19.9 - 29.8),19.9,29.8
27111,Otter Tail,2015-2019,Colorectal,All Ages,All,177,290975,40.3,FALSE,(34.0 - 47.5),34,47.5
27111,Otter Tail,2010-2014,Oral and pharyngeal,All Ages,All,49,286752,10.8,FALSE,(7.9 - 14.7),7.9,14.7
27111,Otter Tail,2005-2009,Lung and bronchus,All Ages,Male,124,144286,60.4,FALSE,(50.2 - 72.3),50.2,72.3
27111,Otter Tail,2010-2014,Colorectal,All Ages,All,179,286752,41.1,FALSE,(34.9 - 48.3),34.9,48.3
27111,Otter Tail,2015-2019,Bladder,All Ages,All,116,290975,22.8,FALSE,(18.7 - 27.7),18.7,27.7
27111,Otter Tail,2010-2014,Lung and bronchus,All Ages,Male,130,144090,57.7,FALSE,(48.2 - 69.0),48.2,69
27111,Otter Tail,2005-2009,Oral and pharyngeal,All Ages,All,35,287853,8.6,FALSE,(5.9 - 12.3),5.9,12.3
27111,Otter Tail,2005-2009,Colorectal,All Ages,All,223,287853,51.7,FALSE,(44.9 - 59.3),44.9,59.3
27111,Otter Tail,2015-2019,Lung and bronchus,All Ages,Male,137,146552,55,FALSE,(45.9 - 65.6),45.9,65.6
27111,Otter Tail,2005-2009,Bladder,All Ages,Male,79,144286,39,FALSE,(30.8 - 48.9),30.8,48.9
27111,Otter Tail,2015-2019,Non-Hodgkin lymphoma,All Ages,Female,29,144423,12.4,FALSE,(7.9 - 18.8),7.9,18.8
27111,Otter Tail,2015-2019,Chronic lymphocytic leukemia,All Ages,Female,6,144423,2.3 (UR),TRUE,(0.8 - 5.9),0.8,5.9
27111,Otter Tail,2005-2009,Lung and bronchus,All Ages,Female,99,143567,46,FALSE,(37.2 - 56.6),37.2,56.6
27111,Otter Tail,2010-2014,Bladder,All Ages,Male,90,144090,41.2,FALSE,(32.9 - 51.2),32.9,51.2
27111,Otter Tail,2010-2014,Chronic lymphocytic leukemia,All Ages,Female,13,142662,6,FALSE,(3.1 - 11.0),3.1,11
27111,Otter Tail,2010-2014,Lung and bronchus,All Ages,Female,124,142662,53.8,FALSE,(44.3 - 65.1),44.3,65.1
27111,Otter Tail,2010-2014,Non-Hodgkin lymphoma,All Ages,Female,46,142662,20.9,FALSE,(15.0 - 28.8),15,28.8
27111,Otter Tail,2015-2019,Bladder,All Ages,Male,89,146552,37.7,FALSE,(30.0 - 47.1),30,47.1
27111,Otter Tail,2005-2009,Chronic lymphocytic leukemia,All Ages,Female,10,143567,4.2 (UR),TRUE,(2.0 - 8.4),2,8.4
