"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","Latitude","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocatioin"
2018,"NM","New Mexico","Rio Arriba","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.5,NA,NA,7.9,9.2,39006,36.50976044,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-106.6929242 36.50976044)"
2018,"NM","New Mexico","Rio Arriba","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6.2,7.1,39006,36.50976044,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-106.6929242 36.50976044)"
2018,"NM","New Mexico","Roosevelt","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.8,NA,NA,6.3,7.4,18743,34.02119048,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-103.4801979 34.02119048)"
2018,"NM","New Mexico","Roosevelt","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.8,NA,NA,6.2,7.3,18743,34.02119048,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-103.4801979 34.02119048)"
2018,"NM","New Mexico","Sandoval","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.8,NA,NA,6.3,7.4,145179,35.68927633,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-106.8659955 35.68927633)"
2018,"NM","New Mexico","Sandoval","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.7,NA,NA,5.3,6.1,145179,35.68927633,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-106.8659955 35.68927633)"
2018,"NM","New Mexico","San Juan","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.8,NA,NA,7.3,8.3,125043,36.50851403,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-108.3206034 36.50851403)"
2018,"NM","New Mexico","San Juan","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.5,7.3,125043,36.50851403,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-108.3206034 36.50851403)"
2018,"NM","New Mexico","San Miguel","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,NA,NA,7.9,9.4,27591,35.48002194,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-104.8158146 35.48002194)"
2018,"NM","New Mexico","San Miguel","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6.1,7.2,27591,35.48002194,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-104.8158146 35.48002194)"
2018,"NM","New Mexico","Santa Fe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.1,NA,NA,6.5,7.8,150056,35.50672925,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-105.9761323 35.50672925)"
2018,"NM","New Mexico","Santa Fe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.1,NA,NA,4.7,5.6,150056,35.50672925,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-105.9761323 35.50672925)"
2018,"NM","New Mexico","Sierra","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",12.4,NA,NA,11.1,13.8,10968,33.1306457,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-107.1925609 33.1306457)"
2018,"NM","New Mexico","Sierra","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.3,7.6,10968,33.1306457,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-107.1925609 33.1306457)"
2018,"NM","New Mexico","Socorro","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,NA,NA,8.4,9.6,16735,34.0072726,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-106.9297719 34.0072726)"
2018,"NM","New Mexico","Socorro","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.3,NA,NA,6.8,7.8,16735,34.0072726,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-106.9297719 34.0072726)"
2018,"NM","New Mexico","Taos","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,NA,NA,8.3,9.7,32835,36.57742322,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-105.6328165 36.57742322)"
2018,"NM","New Mexico","Taos","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.7,6.6,32835,36.57742322,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-105.6328165 36.57742322)"
2018,"NM","New Mexico","Torrance","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.2,NA,NA,8.5,9.9,15591,34.640363,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-105.850599 34.640363)"
2018,"NM","New Mexico","Torrance","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.6,7.6,15591,34.640363,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-105.850599 34.640363)"
2018,"NM","New Mexico","Union","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,NA,NA,7.6,8.9,4118,36.48159024,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-103.4710515 36.48159024)"
2018,"NM","New Mexico","Union","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,6,7,4118,36.48159024,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-103.4710515 36.48159024)"
2018,"NM","New Mexico","Valencia","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.8,NA,NA,7.2,8.4,76456,34.71554562,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-106.8090704 34.71554562)"
2018,"NM","New Mexico","Valencia","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,6,6.9,76456,34.71554562,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-106.8090704 34.71554562)"
2018,"NY","New York","Albany","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,NA,NA,5.7,7,307117,42.600427,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-73.97332113 42.600427)"
2018,"NY","New York","Albany","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.7,NA,NA,5.2,6.3,307117,42.600427,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-73.97332113 42.600427)"
2018,"NY","New York","Allegany","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.5,9.2,46430,42.2573449,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-78.02737854 42.2573449)"
2018,"NY","New York","Allegany","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.3,7.5,46430,42.2573449,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-78.02737854 42.2573449)"
2018,"NY","New York","Bronx","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.8,7.8,1432132,40.84907748,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-73.86461334 40.84907748)"
2018,"NY","New York","Bronx","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.7,7.6,1432132,40.84907748,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-73.86461334 40.84907748)"
2018,"NY","New York","Broome","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.8,NA,NA,7,8.7,191659,42.16029186,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-75.8196379 42.16029186)"
2018,"NY","New York","Broome","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,7.1,191659,42.16029186,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-75.8196379 42.16029186)"
2018,"NY","New York","Cattaraugus","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.8,NA,NA,8,9.7,76840,42.24843699,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-78.67909447 42.24843699)"
2018,"NY","New York","Cattaraugus","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.3,7.6,76840,42.24843699,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-78.67909447 42.24843699)"
2018,"NY","New York","Cayuga","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.5,9.3,77145,42.91750996,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-76.55458745 42.91750996)"
2018,"NY","New York","Cayuga","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,6.1,7.4,77145,42.91750996,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-76.55458745 42.91750996)"
2018,"NY","New York","Chautauqua","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,NA,NA,8,9.7,127939,42.22815413,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-79.36664294 42.22815413)"
2018,"NY","New York","Chautauqua","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.3,7.5,127939,42.22815413,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-79.36664294 42.22815413)"
2018,"NY","New York","Chemung","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.6,9.3,84254,42.14111533,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-76.7602261 42.14111533)"
2018,"NY","New York","Chemung","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,6.1,7.3,84254,42.14111533,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-76.7602261 42.14111533)"
2018,"NY","New York","Chenango","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,NA,NA,7.9,9.7,47536,42.49341208,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-75.61157563 42.49341208)"
2018,"NY","New York","Chenango","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6,7.3,47536,42.49341208,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-75.61157563 42.49341208)"
2018,"NY","New York","Clinton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,NA,NA,6.7,8.2,80695,44.74609188,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-73.67835293 44.74609188)"
2018,"NY","New York","Clinton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,5.9,7.2,80695,44.74609188,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-73.67835293 44.74609188)"
2018,"NY","New York","Columbia","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.5,NA,NA,7.6,9.5,59916,42.25019584,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-73.63180053 42.25019584)"
2018,"NY","New York","Columbia","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.4,6.6,59916,42.25019584,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-73.63180053 42.25019584)"
2018,"NY","New York","Cortland","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,NA,NA,6.4,7.7,47823,42.59520803,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-76.07043 42.59520803)"
2018,"NY","New York","Cortland","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,7,47823,42.59520803,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-76.07043 42.59520803)"
2018,"NY","New York","Delaware","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.6,NA,NA,8.6,10.7,44527,42.19833772,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-74.96689636 42.19833772)"
2018,"NY","New York","Delaware","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.8,NA,NA,6.2,7.5,44527,42.19833772,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.96689636 42.19833772)"
2018,"NY","New York","Dutchess","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.7,NA,NA,6.1,7.4,293718,41.76532643,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-73.7428389 41.76532643)"
2018,"NY","New York","Dutchess","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,5.1,6.1,293718,41.76532643,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-73.7428389 41.76532643)"
2018,"NY","New York","Erie","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.6,8.1,919719,42.76374632,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-78.73218322 42.76374632)"
2018,"NY","New York","Erie","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.6,6.7,919719,42.76374632,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-78.73218322 42.76374632)"
2018,"NY","New York","Essex","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.5,9.4,37300,44.11711761,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-73.77257779 44.11711761)"
2018,"NY","New York","Essex","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.5,6.8,37300,44.11711761,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-73.77257779 44.11711761)"
2018,"NY","New York","Franklin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8,NA,NA,7.2,8.8,50293,44.5928768,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-74.30324118 44.5928768)"
2018,"NY","New York","Franklin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.4,7.6,50293,44.5928768,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.30324118 44.5928768)"
2018,"NY","New York","Fulton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,NA,NA,8,9.8,53591,43.11385695,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-74.42206248 43.11385695)"
2018,"NY","New York","Fulton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.3,7.7,53591,43.11385695,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.42206248 43.11385695)"
2018,"NY","New York","Genesee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.8,NA,NA,7.1,8.6,57511,43.0008825,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-78.1939297 43.0008825)"
2018,"NY","New York","Genesee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.2,NA,NA,5.7,6.8,57511,43.0008825,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-78.1939297 43.0008825)"
2018,"NY","New York","Greene","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.5,9.3,47491,42.27669675,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-74.12249838 42.27669675)"
2018,"NY","New York","Greene","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,7,47491,42.27669675,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.12249838 42.27669675)"
2018,"NY","New York","Hamilton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.2,NA,NA,8.9,11.4,4434,43.66134129,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-74.49745908 43.66134129)"
2018,"NY","New York","Hamilton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.3,NA,NA,5.6,6.9,4434,43.66134129,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.49745908 43.66134129)"
2018,"NY","New York","Herkimer","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,NA,NA,8.2,10,61833,43.4194963,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-74.96255488 43.4194963)"
2018,"NY","New York","Herkimer","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.3,7.6,61833,43.4194963,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.96255488 43.4194963)"
2018,"NY","New York","Jefferson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.5,NA,NA,5.9,7.2,111755,44.05021351,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-75.922731 44.05021351)"
2018,"NY","New York","Jefferson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,5.9,7.1,111755,44.05021351,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-75.922731 44.05021351)"
2018,"NY","New York","Kings","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,NA,NA,5.9,6.7,2582830,40.63880721,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-73.93887284 40.63880721)"
2018,"NY","New York","Kings","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.7,6.5,2582830,40.63880721,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-73.93887284 40.63880721)"
2018,"NY","New York","Lewis","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.6,9.3,26447,43.7845695,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-75.44910192 43.7845695)"
2018,"NY","New York","Lewis","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6,7.3,26447,43.7845695,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-75.44910192 43.7845695)"
2018,"NY","New York","Livingston","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.6,8,63227,42.7284782,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-77.77507922 42.7284782)"
2018,"NY","New York","Livingston","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.3,NA,NA,5.7,6.9,63227,42.7284782,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-77.77507922 42.7284782)"
2018,"NY","New York","Madison","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.5,8.1,70795,42.91233897,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-75.66917368 42.91233897)"
2018,"NY","New York","Madison","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.4,6.6,70795,42.91233897,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-75.66917368 42.91233897)"
2018,"NY","New York","Monroe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,NA,NA,6.3,7.6,742474,43.1468316,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-77.69599602 43.1468316)"
2018,"NY","New York","Monroe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.9,NA,NA,5.4,6.4,742474,43.1468316,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-77.69599602 43.1468316)"
2018,"NY","New York","Montgomery","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.1,NA,NA,8.3,10,49455,42.90213417,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-74.43962833 42.90213417)"
2018,"NY","New York","Montgomery","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.6,7.9,49455,42.90213417,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.43962833 42.90213417)"
2018,"NY","New York","Nassau","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6,NA,NA,5.5,6.7,1358343,40.737709,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-73.58611819 40.737709)"
2018,"NY","New York","Nassau","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.9,NA,NA,4.5,5.4,1358343,40.737709,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-73.58611819 40.737709)"
2018,"NY","New York","New York","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,NA,NA,5,5.9,1628701,40.77595433,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-73.96871681 40.77595433)"
2018,"NY","New York","New York","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.2,NA,NA,4.8,5.7,1628701,40.77595433,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-73.96871681 40.77595433)"
2018,"NY","New York","Niagara","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8,NA,NA,7.2,8.8,210433,43.19969536,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-78.7458822 43.19969536)"
2018,"NY","New York","Niagara","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.3,NA,NA,5.7,6.9,210433,43.19969536,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-78.7458822 43.19969536)"
2018,"NY","New York","Oneida","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.2,NA,NA,7.4,9.1,229577,43.24153736,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-75.43569966 43.24153736)"
2018,"NY","New York","Oneida","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6,7.3,229577,43.24153736,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-75.43569966 43.24153736)"
2018,"NY","New York","Onondaga","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,NA,NA,6.2,7.6,461809,43.00606255,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-76.19444014 43.00606255)"
2018,"NY","New York","Onondaga","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.8,NA,NA,5.3,6.4,461809,43.00606255,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-76.19444014 43.00606255)"
2018,"NY","New York","Ontario","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.1,NA,NA,6.3,7.8,109864,42.85287959,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-77.29926537 42.85287959)"
2018,"NY","New York","Ontario","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.5,NA,NA,4.9,6,109864,42.85287959,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-77.29926537 42.85287959)"
2018,"NY","New York","Orange","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.4,NA,NA,5.8,7,381951,41.40211277,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-74.30529923 41.40211277)"
2018,"NY","New York","Orange","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.8,NA,NA,5.3,6.3,381951,41.40211277,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.30529923 41.40211277)"
2018,"NY","New York","Orleans","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,NA,NA,7.9,9.6,40612,43.25220767,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-78.23126127 43.25220767)"
2018,"NY","New York","Orleans","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.6,7.8,40612,43.25220767,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-78.23126127 43.25220767)"
2018,"NY","New York","Oswego","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,NA,NA,7.1,8.6,117898,43.42683109,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-76.14196539 43.42683109)"
